BlockNo_	S3300047	S3300074	S3300239
Block24816	0.50651	0.30082	0.4246
Block24817	0.715	0.67144	0.75022
Block24818	0.81086	0.72725	0.73483
Block24819	0.00034	0.00118	0.00092
Block24820	0.87816	0.8988	0.88527
Block24821	0.23635	0.36967	0.31764
Block24822	0.79021	0.81148	0.83137
Block24823	0.17857	0.12106	0.19907
Block24824	0.82	0.84402	0.86905
Block24825	0.46179	0.3269	0.37065
Block24826	0.84195	0.84362	0.86404
Block24827	0.74014	0.79701	0.76192
Block24828	0.83571	0.81905	0.8227
Block24829	0.60422	0.66438	0.64489
Block24830	0.09321	0.23317	0.18984
Block24831	0.70163	0.72381	0.76751
Block24832	0.89339	0.9036	0.92055
Block24833	0.01814	0.01495	0.01997
Block24834	0.85549	0.8463	0.83854
Block24835	0.87188	0.79807	0.71269
Block24836	0.84692	0.85803	0.82766
Block24837	0.02191	0.01995	0.0132
Block24838	0.81292	0.78005	0.78579
Block24839	0.072	0.12278	0.08569
Block24840	0.80738	0.84891	0.85067
Block24841	0.76103	0.5598	0.57186
Block24842	0.83148	0.82796	0.82481
Block24843	0.72726	0.74432	0.73486
Block24844	0.00432	0.0172	0.02512
Block24845	0.84277	0.86843	0.87995
Block24846	0.73152	0.66523	0.71855
Block24847	0.25259	0.28489	0.27132
Block24848	0.0112	0.01117	0.02476
Block24849	0.01655	0.01887	0.04987
Block24850	0.78376	0.80578	0.79434
Block24851	0.76064	0.79332	0.77644
Block24852	0.84506	0.77577	0.88907
Block24853	0.0271	0.06221	0.05074
Block24854	0.8719	0.86914	0.86608
Block24855	0.03895	0.14691	0.09267
Block24856	0.73283	0.74366	0.70206
Block24857	0.77892	0.73522	0.72945
Block24858	0.94545	0.91083	0.8836
Block24859	0.0387	0.15968	0.10992
Block24860	0.82788	0.76234	0.6537
Block24861	0.67453	0.7336	0.6403
Block24862	0.84544	0.79033	0.84344
Block24863	0.0122	0.08419	0.02251
Block24864	0.00841	0.00906	0.01522
Block24865	0.13438	0.15734	0.09942
Block24866	0.82915	0.73682	0.76546
Block24867	0.76724	0.75469	0.77792
Block24868	0.58753	0.76783	0.5692
Block24869	0.07735	0.05884	0.04371
Block24870	0.07291	0.29037	0.06255
Block24871	0.09546	0.12127	0.13095
Block24872	0.87179	0.88736	0.90919
Block24873	0.87886	0.88836	0.85677
Block24874	0.75013	0.38515	0.45142
Block24875	0.6958	0.72592	0.71747
Block24876	0.8247	0.76153	0.79665
Block24877	0.01862	0.01885	0.03738
Block24878	0.04523	0.0529	0.05565
Block24879	0.91358	0.81818	0.67045
Block24880	0.85764	0.89126	0.86954
Block24881	0.22431	0.27011	0.33066
Block24882	0.74032	0.69482	0.69838
Block24883	0.01909	0.04857	0.05596
Block24884	0.83584	0.83714	0.82417
Block24885	0.80218	0.83238	0.81204
Block24886	0.88341	0.8485	0.86109
Block24887	0.82797	0.71086	0.72605
Block24888	0.71739	0.53125	0.60417
Block24889	0.8708	0.84077	0.88327
Block24890	0.77117	0.77535	0.78369
Block24891	0.02207	0.03639	0.03224
Block24892	0.31888	0.44622	0.33878
Block24893	0.00263	0.00631	0.00138
Block24894	0.88786	0.81475	0.8747
Block24895	0.7906	0.76646	0.78154
Block24896	0.7763	0.78656	0.7487
Block24897	0.34496	0.50084	0.45517
Block24898	0.53262	0.41345	0.51541
Block24899	0.19875	0.40924	0.34126
Block24900	0.81811	0.61782	0.62217
Block24901	0.81777	0.73516	0.84105
Block24902	0.65919	0.43978	0.49989
Block24903	0.89752	0.83893	0.85275
Block24904	0.68329	0.53517	0.56952
Block24905	0.77889	0.81429	0.79476
Block24906	0.84915	0.85377	0.88549
Block24907	0.01164	0.06243	0.07178
Block24908	0.91711	0.91446	0.92629
Block24909	0.69682	0.72387	0.71969
Block24910	0.80307	0.77256	0.7798
Block24911	0.00267	0.00832	0.0086
Block24912	0.85046	0.85812	0.82915
Block24913	0.04012	0.07338	0.05027
Block24914	0.2961	0.27898	0.29601
Block24915	0.7775	0.79572	0.75974
Block24916	0.00536	0.02645	0.03167
Block24917	0.16404	0.08541	0.11818
Block24918	0.81596	0.7818	0.80816
Block24919	0.65311	0.67854	0.63172
Block24920	0.74243	0.6729	0.64343
Block24921	0.09606	0.1342	0.21157
Block24922	0.90375	0.89863	0.87903
Block24923	0.04104	0.06412	0.09232
Block24924	0.84375	0.68939	0.7875
Block24925	0.88793	0.85389	0.83091
Block24926	0.86207	0.82805	0.79725
Block24927	0.86363	0.83095	0.82669
Block24928	0.76818	0.56185	0.59369
Block24929	0.0375	0.12849	0.06837
Block24930	0.78047	0.58713	0.78328
Block24931	0.82374	0.79553	0.79391
Block24932	0.07042	0.07954	0.05705
Block24933	0.00901	0.03114	0.01467
Block24934	0.69542	0.48248	0.46421
Block24935	0.85991	0.86169	0.87202
Block24936	0.00352	0.00794	0.01414
Block24937	0.67899	0.5493	0.64567
Block24938	0.76186	0.75412	0.75425
Block24939	0.87596	0.81756	0.82888
Block24940	0.9508	0.93211	0.94708
Block24941	0.78846	0.77693	0.80352
Block24942	0.85917	0.88969	0.85964
Block24943	0.0507	0.17721	0.12751
Block24944	0.80181	0.7658	0.8426
Block24945	0.83507	0.62674	0.52963
Block24946	0	0	0
Block24947	0.85277	0.88324	0.86467
Block24948	0.78652	0.65632	0.68334
Block24949	0.8233	0.78675	0.80502
Block24950	0.00144	0.0052	0.00755
Block24951	0.06759	0.06207	0.04554
Block24952	0.81364	0.79492	0.78277
Block24953	0.01096	0.02128	0.01518
Block24954	0.89338	0.9336	0.89761
Block24955	0.06391	0.07469	0.11236
Block24956	0.88924	0.87907	0.92391
Block24957	0.8848	0.82766	0.91039
Block24958	0.72171	0.76546	0.76936
Block24959	0.82882	0.84891	0.84055
Block24960	0.9334	0.87832	0.86783
Block24961	0.92253	0.94532	0.93768
Block24962	0.52208	0.79545	0.79036
Block24963	0.88518	0.84211	0.87174
Block24964	0.30395	0.4117	0.38173
Block24965	0.73257	0.73059	0.74439
Block24966	0.42998	0.22409	0.31448
Block24967	0.14699	0.25936	0.20489
Block24968	0.59015	0.33978	0.36748
Block24969	0.8052	0.77324	0.75021
Block24970	0.02516	0.03377	0.04297
Block24971	0.04136	0.12764	0.12083
Block24972	0.85625	0.86294	0.86098
Block24973	0.70476	0.61321	0.5913
Block24974	0.03804	0.15443	0.12888
Block24975	0.60486	0.38413	0.37826
Block24976	0.80769	0.77903	0.82082
Block24977	0.78872	0.83775	0.84304
Block24978	0.93013	0.87381	0.86894
Block24979	0.8074	0.49929	0.49404
Block24980	0.63158	0.70909	0.70175
Block24981	0.04189	0.05986	0.04326
Block24982	0.65711	0.85368	0.84088
Block24983	0.11674	0.07196	0.07205
Block24984	0.00894	0.00021	0.00943
Block24985	0.83868	0.81248	0.78782
Block24986	0.0283	0.03559	0.05962
Block24987	0.01769	0.01399	0.03213
Block24988	0.8603	0.84665	0.85729
Block24989	0.75406	0.79072	0.74613
Block24990	0.82258	0.81309	0.79466
Block24991	0.12877	0.09591	0.12066
Block24992	0.8855	0.85962	0.79988
Block24993	0.04344	0.10152	0.04865
Block24994	0.86908	0.8563	0.85777
Block24995	0.03511	0.08282	0.04945
Block24996	0.68571	0.55903	0.5547
Block24997	0.8381	0.87703	0.75714
Block24998	0	0	0
Block24999	0.8336	0.82489	0.78362
Block25000	0.75805	0.71892	0.72695
Block25001	0.78509	0.81323	0.81601
Block25002	0.00351	0.00797	0.0218
Block25003	0.00343	0.00549	0.01032
Block25004	0.84651	0.61413	0.60032
Block25005	0.77424	0.72531	0.79001
Block25006	0.91553	0.91631	0.90704
Block25007	0.74732	0.76164	0.76701
Block25008	0.47122	0.45087	0.42726
Block25009	0.81145	0.86542	0.87786
Block25010	0.61247	0.50732	0.62609
Block25011	0.82034	0.78506	0.81127
Block25012	0.78279	0.7442	0.74861
Block25013	0.0709	0.12342	0.10432
Block25014	0.4888	0.51827	0.47531
Block25015	0.55435	0.92727	0.8913
Block25016	0.8877	0.86558	0.88114
Block25017	0.80104	0.81258	0.77328
Block25018	0.09839	0.18171	0.11863
Block25019	0.8395	0.74231	0.80154
Block25020	0.07857	0.24752	0.26429
Block25021	0.14164	0.13308	0.16549
Block25022	0.675	0.61364	0.7
Block25023	0.81963	0.82601	0.82364
Block25024	0.00541	0.00332	0.00133
Block25025	0.13219	0.18004	0.15423
Block25026	0.02402	0.07688	0.03351
Block25027	0.43068	0.52228	0.54592
Block25028	0.75419	0.80144	0.78179
Block25029	0.58325	0.64484	0.64932
Block25030	0.62304	0.61651	0.51276
Block25031	0	0.00024	0.00022
Block25032	0.82272	0.8057	0.82572
Block25033	0.09072	0.13398	0.14708
Block25034	0.38195	0.38775	0.37316
Block25035	0.02864	0.05961	0.02456
Block25036	0.03119	0.12965	0.04721
Block25037	0.06661	0.12556	0.09957
Block25038	0.54194	0.61316	0.63584
Block25039	0.7877	0.76848	0.76266
Block25040	0.82697	0.86111	0.75133
Block25041	0.0545	0.02876	0.02073
Block25042	0.82386	0.84466	0.8655
Block25043	0.86747	0.82041	0.87234
Block25044	0.85056	0.85541	0.84766
Block25045	0.77412	0.73296	0.75442
Block25046	0.83733	0.79453	0.75674
Block25047	0.82641	0.8135	0.84358
Block25048	0.74738	0.35222	0.31633
Block25049	0.70745	0.44796	0.61795
Block25050	0.01171	0.03021	0.01553
Block25051	0.8505	0.8339	0.83094
Block25052	0.84391	0.86168	0.8354
Block25053	0.16584	0.1155	0.06702
Block25054	0.88898	0.88703	0.87341
Block25055	0.60072	0.54702	0.48854
Block25056	0.06387	0.07366	0.08773
Block25057	0.00965	0.04087	0.01755
Block25058	0.2395	0.22115	0.16848
Block25059	0.85824	0.89377	0.88274
Block25060	0.77921	0.74256	0.73957
Block25061	0.75937	0.7859	0.75196
Block25062	0.0458	0.10548	0.09132
Block25063	0.92852	0.92124	0.90661
Block25064	0.73267	0.69805	0.64687
Block25065	0.42307	0.41865	0.36036
Block25066	0.05476	0.04673	0.08312
Block25067	0.7619	0.68539	0.79365
Block25068	7e-05	0.00073	0.00041
Block25069	0.29397	0.17986	0.27708
Block25070	0.13069	0.02028	0.04631
Block25071	0.84968	0.70246	0.68503
Block25072	0.8319	0.81745	0.82669
Block25073	0.3135	0.53045	0.54551
Block25074	0.03467	0.02174	0.04666
Block25075	0.19651	0.32242	0.28512
Block25076	0	0	0.37755
Block25077	0.83732	0.78451	0.80829
Block25078	0.83863	0.7771	0.80321
Block25079	0.89738	0.91041	0.89297
Block25080	0.81894	0.78968	0.80557
Block25081	0.84079	0.77741	0.75825
Block25082	0.81422	0.82718	0.83134
Block25083	0.77064	0.78638	0.78541
Block25084	0.72297	0.70953	0.72062
Block25085	0.73208	0.69343	0.74718
Block25086	0.87766	0.8115	0.85705
Block25087	0.01332	0.02146	0.01024
Block25088	0.05538	0.13187	0.11283
Block25089	0.66109	0.68198	0.55745
Block25090	0.63771	0.72885	0.62364
Block25091	0.8749	0.86359	0.83646
Block25092	0.85282	0.73707	0.74115
Block25093	0.86662	0.86199	0.86735
Block25094	0.82923	0.86538	0.84236
Block25095	0.19023	0.19323	0.20946
Block25096	0.71678	0.61203	0.64672
Block25097	0.86989	0.75468	0.76707
Block25098	0	0.00118	0.00028
Block25099	0.80929	0.64874	0.6491
Block25100	0.78387	0.76528	0.79193
Block25101	0.15601	0.1409	0.11732
Block25102	0.8484	0.8347	0.79719
Block25103	0.77219	0.70052	0.71637
Block25104	0.29595	0.30672	0.31546
Block25105	0.15719	0.25193	0.49044
Block25106	0	0	0
Block25107	0.07172	0.04998	0.07002
Block25108	0.76511	0.78564	0.78171
Block25109	0.05149	0.06646	0.07424
Block25110	0.00908	0.00019	0.00103
Block25111	0.78085	0.76116	0.79587
Block25112	0.83578	0.83759	0.81411
Block25113	0.76615	0.78073	0.80093
Block25114	0.48575	0.53392	0.52826
Block25115	0.01689	0.07576	0.02885
Block25116	0.7775	0.67798	0.65606
Block25117	0.02638	0.01906	0.01124
Block25118	0.00134	0.0024	0.01537
Block25119	0.27875	0.21424	0.18823
Block25120	0.09187	0.16079	0.12265
Block25121	0.01655	0.04383	0.05393
Block25122	0.76774	0.7446	0.74914
Block25123	0.83323	0.79594	0.85886
Block25124	0.76984	0.81713	0.86347
Block25125	0.00133	0.01042	0.00271
Block25126	0.88021	0.96918	0.94531
Block25127	0.7829	0.78617	0.78031
Block25128	0.80646	0.81375	0.7858
Block25129	0.1955	0.21517	0.1454
Block25130	0.00553	0.01376	0.01264
Block25131	0.83885	0.82885	0.77696
Block25132	0.89192	0.86727	0.86574
Block25133	0.87169	0.82928	0.88019
Block25134	0.46291	0.61772	0.59821
Block25135	0.78796	0.78437	0.76598
Block25136	0.02264	0.04129	0.02707
Block25137	0.33333	0	0.66667
Block25138	0.69186	0.64773	0.81373
Block25139	0.88518	0.88487	0.87139
Block25140	0.81691	0.8	0.79855
Block25141	0.78347	0.80207	0.81898
Block25142	0.26298	0.11566	0.16442
Block25143	0.80066	0.83043	0.80618
Block25144	0.58093	0.53846	0.54373
Block25145	0.80548	0.74492	0.74638
Block25146	0.04153	0.09524	0.0957
Block25147	0.01742	0.02059	0.01634
Block25148	0.19003	0.1811	0.1263
Block25149	0.82034	0.86028	0.84981
Block25150	0.81606	0.83326	0.80829
Block25151	0.0832	0.10337	0.18581
Block25152	0.7825	0.74884	0.79221
Block25153	0.05973	0.10385	0.11358
Block25154	0.60616	0.64126	0.68365
Block25155	0.34787	0.24888	0.21429
Block25156	0.8026	0.79	0.80152
Block25157	0.26266	0.29046	0.24359
Block25158	0.93249	0.92006	0.9554
Block25159	0.37037	0.49789	0.52687
Block25160	0.87961	0.83857	0.83475
Block25161	0.85031	0.83341	0.83471
Block25162	0.11619	0.0857	0.05934
Block25163	0.93382	0.88971	0.91393
Block25164	0.27424	0.12089	0.15644
Block25165	0.87248	0.83333	0.8584
Block25166	0.80103	0.80731	0.81254
Block25167	0.81329	0.78677	0.78058
Block25168	0.8017	0.80225	0.8286
Block25169	0.68512	0.7571	0.73139
Block25170	0.76709	0.73031	0.79387
Block25171	0.75743	0.86514	0.77748
Block25172	0.03255	0.12471	0.06554
Block25173	0.79915	0.80175	0.8059
Block25174	0.5881	0.41914	0.42334
Block25175	0.83832	0.86137	0.84459
Block25176	0.03125	0.11775	0.03893
Block25177	0.19821	0.20834	0.17852
Block25178	0.77613	0.76094	0.75947
Block25179	0.89525	0.85799	0.85498
Block25180	0.80263	0.83267	0.85411
Block25181	0.80926	0.7719	0.78763
Block25182	0.10752	0.13219	0.17268
Block25183	0.10484	0.07458	0.08555
Block25184	0.00421	0.01244	0.03389
Block25185	0.00569	0.01372	0.00441
Block25186	0.29321	0.21642	0.23692
Block25187	0.8667	0.86709	0.88135
Block25188	0.69967	0.77077	0.73757
Block25189	0.19927	0.24372	0.2042
Block25190	0.16483	0.18457	0.14162
Block25191	0.86378	0.81176	0.8694
Block25192	0.69831	0.74093	0.71255
Block25193	0.83328	0.83401	0.86873
Block25194	0.72424	0.57923	0.58906
Block25195	0.81604	0.81514	0.81434
Block25196	0.85051	0.87	0.86472
Block25197	0.01255	0.05021	0.04071
Block25198	0.1855	0.14808	0.15035
Block25199	0.0012	0.0062	0.00818
Block25200	0.6896	0.72006	0.57626
Block25201	0.66747	0.56175	0.66977
Block25202	0.575	0.41839	0.36452
Block25203	0.80922	0.7904	0.79669
Block25204	0.09051	0.05071	0.05246
Block25205	0.79645	0.80542	0.79701
Block25206	0.84406	0.78269	0.80423
Block25207	0.91364	0.76724	0.81013
Block25208	0.7821	0.74369	0.76732
Block25209	0.00376	0.02531	0.03073
Block25210	0.75918	0.70748	0.73615
Block25211	0.77395	0.80036	0.78544
Block25212	0.01822	0.02357	0.08541
Block25213	0.33841	0.28606	0.32459
Block25214	0.28524	0.37556	0.27443
Block25215	0.00403	0.01578	0.11824
Block25216	0.81217	0.74191	0.74463
Block25217	0.77349	0.78059	0.77788
Block25218	0.16326	0.14247	0.11771
Block25219	0.00249	0.00147	0.00175
Block25220	0.29915	0.2604	0.15254
Block25221	0.90631	0.87355	0.82364
Block25222	0.55149	0.2868	0.36771
Block25223	0.86945	0.87529	0.87724
Block25224	0.28625	0.22877	0.25783
Block25225	0.81062	0.83736	0.79546
Block25226	0.80637	0.78488	0.78654
Block25227	0.86255	0.86536	0.87108
Block25228	0.00177	0.00934	0.01096
Block25229	0.03116	0.04003	0.06251
Block25230	0.86094	0.8643	0.82632
Block25231	0.87028	0.87255	0.86691
Block25232	0.20926	0.20947	0.12763
Block25233	0.81079	0.80754	0.82111
Block25234	0.10446	0.07771	0.08881
Block25235	0.68293	0.55088	0.52484
Block25236	0.8571	0.87474	0.88468
Block25237	0.73483	0.72932	0.71922
Block25238	0.84662	0.80471	0.7792
Block25239	0.88045	0.79285	0.85556
Block25240	0.70832	0.64601	0.61504
Block25241	0.00485	0.01099	0.00223
Block25242	0.80733	0.69618	0.80652
Block25243	0.8598	0.86544	0.83533
Block25244	0.765	0.72699	0.73028
Block25245	0.73727	0.67541	0.68691
Block25246	0.89286	1	1
Block25247	0.82708	0.84042	0.82713
Block25248	0.82992	0.8011	0.82912
Block25249	0.7	0.75	0.73684
Block25250	0.80048	0.73603	0.75045
Block25251	0.78845	0.76647	0.85532
Block25252	0.61676	0.06909	0.20767
Block25253	0.64371	0.73572	0.70025
Block25254	0.05827	0.0886	0.08925
Block25255	0.84041	0.79183	0.8328
Block25256	0.01626	0.02181	0.01825
Block25257	0.1909	0.27244	0.25006
Block25258	0	0.00082	0.0003
Block25259	0.90173	0.90166	0.91821
Block25260	0.16608	0.29134	0.3141
Block25261	0.8572	0.83466	0.85335
Block25262	0.89207	0.85004	0.8677
Block25263	0.72301	0.76555	0.79502
Block25264	0.86171	0.8382	0.79991
Block25265	0.42576	0.29327	0.30372
Block25266	0.3801	0	0
Block25267	0.77997	0.67633	0.60822
Block25268	0.84594	0.85729	0.87866
Block25269	0.74467	0.74616	0.7714
Block25270	0.75719	0.70726	0.5668
Block25271	0.41076	0.56273	0.58666
Block25272	0.27287	0.43987	0.43801
Block25273	0.86957	0.7093	0.92727
Block25274	0.87188	0.79125	0.81063
Block25275	0.8357	0.79603	0.79701
Block25276	0.88025	0.84969	0.87196
Block25277	0.74296	0.72647	0.71386
Block25278	0.01157	0.02522	0.02561
Block25279	0.80734	0.73654	0.70339
Block25280	0.84006	0.85429	0.81581
Block25281	0.23582	0.0756	0.0787
Block25282	0.25	1	0.77137
Block25283	0.74595	0.74513	0.6956
Block25284	0.80503	0.7831	0.77506
Block25285	0.61729	0.31074	0.3228
Block25286	0.09266	0.18471	0.14859
Block25287	0.02563	0.05305	0.08963
Block25288	0.79256	0.80939	0.82124
Block25289	0.00688	0.00476	0.00809
Block25290	0.0749	0.11499	0.12428
Block25291	0.25016	0.34835	0.46115
Block25292	0.77793	0.73023	0.72528
Block25293	0.14419	0.10367	0.06301
Block25294	0.64078	0.63066	0.66322
Block25295	0.54276	0.59511	0.48853
Block25296	0.05736	0.13467	0.0926
Block25297	0.03449	0.08899	0.0431
Block25298	0.00197	0.00287	0.0072
Block25299	0.88106	0.86202	0.87736
Block25300	0.27573	0.24971	0.31522
Block25301	0.74807	0.75907	0.72855
Block25302	0.32203	0.19118	0.15854
Block25303	0.20528	0.07646	0.0713
Block25304	0.1129	0.15948	0.11943
Block25305	0.56944	0.73611	0.35042
Block25306	0.82616	0.74397	0.78468
Block25307	0.8878	0.8522	0.84422
Block25308	0.87238	0.82065	0.84113
Block25309	0.81842	0.8483	0.7701
Block25310	0.85962	0.83837	0.84203
Block25311	0.58673	0.45976	0.44779
Block25312	0.82523	0.82831	0.82396
Block25313	0.00943	0.0172	0.03243
Block25314	0.78777	0.68346	0.67012
Block25315	0.74758	0.71969	0.78733
Block25316	0.54361	0.53363	0.50631
Block25317	0.89	0.88344	0.88613
Block25318	0.01151	0.06079	0.05316
Block25319	0.0255	0.03945	0.04236
Block25320	0.85246	0.66975	0.822
Block25321	0.94776	0.92188	0.93564
Block25322	0.42699	0.20443	0.30874
Block25323	0.82335	0.69586	0.71265
Block25324	0.92813	0.83157	0.8672
Block25325	0.00119	0.008	0.00419
Block25326	0.84722	0.87821	0.92073
Block25327	0.82452	0.82458	0.85988
Block25328	0.76281	0.71489	0.69557
Block25329	0	0	0
Block25330	0.03998	0.0347	0.06045
Block25331	0.75812	0.34104	0.35474
Block25332	0.8265	0.83902	0.81401
Block25333	0.00639	0.00846	0.03278
Block25334	0.04952	0.05602	0.04425
Block25335	0.00154	0.00669	0.04977
Block25336	0.00335	0.0023	0.00069
Block25337	0.35729	0.23918	0.33112
Block25338	0.90608	0.9121	0.91627
Block25339	0.74249	0.78213	0.75337
Block25340	0.86667	0.78788	0.83516
Block25341	0.84333	0.7725	0.80588
Block25342	0.77778	0.6745	0.62237
Block25343	0.84228	0.83336	0.85996
Block25344	0.12871	0.21069	0.22717
Block25345	0.82988	0.74802	0.74634
Block25346	0.04751	0.12258	0.08329
Block25347	0.00019	9e-05	0
Block25348	0.00477	0.00289	0.00284
Block25349	0.00908	0.01609	0.04562
Block25350	0.28713	0.29259	0.32983
Block25351	0.28223	0.4837	0.49262
Block25352	0.70351	0.63415	0.70515
Block25353	0.51119	0.74425	0.7028
Block25354	0.81177	0.85108	0.83487
Block25355	0.83598	0.88367	0.88046
Block25356	0.92417	0.9232	0.8756
Block25357	0.80664	0.73565	0.75383
Block25358	0.03979	0.02207	0.04105
Block25359	0.41386	0.56122	0.52037
Block25360	0.84644	0.76351	0.81896
Block25361	0.85194	0.81663	0.80221
Block25362	0.44244	0.01494	0.00955
Block25363	0.01389	0.06425	0.06714
Block25364	0.87179	0.84811	0.83292
Block25365	0.80712	0.43359	0.50392
Block25366	0.69726	0.76302	0.70883
Block25367	0.38952	0.23974	0.29072
Block25368	0.39489	0.18655	0.13703
Block25369	0.8559	0.82972	0.85561
Block25370	0.40963	0.34851	0.33937
Block25371	0.70675	0.61599	0.61255
Block25372	0.74036	0.69321	0.61816
Block25373	0.08652	0.05609	0.07497
Block25374	0.82346	0.83434	0.83346
Block25375	0.87204	0.87253	0.86463
Block25376	0.78244	0.76002	0.77201
Block25377	0.00169	0.00493	0.00198
Block25378	0.01408	0.00376	0.00541
Block25379	0.74831	0.73488	0.75949
Block25380	0.27101	0.19839	0.27012
Block25381	0.00046	0.0073	0.00117
Block25382	0.82876	0.83791	0.7997
Block25383	0.00949	0.01312	0.01111
Block25384	0.89752	0.90819	0.90799
